,feature,window_label,feature_type,psi,ks_stat,ks_pvalue,max_proportion_change,chi2_stat,chi2_pvalue,baseline_mean,window_mean,baseline_std,window_std
0,f01_vol_7d_log,Window-1,continuous,0.06581537790575044,0.034709010075611404,5.36998552658796e-08,,,,11.131884500378623,11.184478585995018,1.346483521549698,1.332247405903304
1,f02_vol_30d_log,Window-1,continuous,1.624871115609837,0.18724401392164366,3.26388231320083e-222,,,,12.284354261914288,12.584087329817491,1.4542821943214297,1.2740471101521527
2,f03_vol_ratio_7_30,Window-1,continuous,3.172915855308796,0.20050044929365463,5.034407061933541e-255,,,,1.652935455246859,1.1338504316706794,1.133659096550578,0.406528253339656
3,f04_max_txn_log,Window-1,continuous,0.31147365895199103,0.0854807708253456,2.2594453419627655e-46,,,,10.294957777932531,10.398673526303611,1.3640248320171091,1.2766029535087533
4,f05_vol_vs_revenue,Window-1,continuous,0.068884442377704,0.06512117527106753,4.449898503268681e-27,,,,407.95857313718454,426.76973260644183,1614.6182628650047,1404.4473774486037
5,f06_txn_count_7d,Window-1,continuous,0.4270317822398265,0.05798193349294031,1.4934430134359854e-21,,,,28.401189758641475,29.28470429805858,6.2162207239372265,5.125916525044941
6,f07_txn_count_30d,Window-1,continuous,4.575470790701256,0.2612823987343721,0.0,,,,94.6524017924998,113.1618224666143,35.57846146825369,15.468556774365139
7,f08_velocity_ratio,Window-1,continuous,4.472261378869574,0.2588128606782889,0.0,,,,1.6431916072516466,1.1092269315306351,1.0561314113566975,0.12074584582329707
8,f09_recency_gap_days,Window-1,continuous,0.04055380112289729,0.003144736497287637,0.9999996231582367,,,,6.442674074268194,1.009089888901358,115.37418019530546,0.09490660051397291
9,f10_account_age_days,Window-1,continuous,0.01763534850081337,0.028756537833567686,1.2680255942369985e-05,,,,1849.2747713514505,1897.9379418695994,1044.707478213422,1042.9521085546648
10,f11_cash_fraction_30d,Window-1,continuous,0.02944391807312003,0.06782547455893262,2.439287880828041e-29,,,,0.14508898437926837,0.15120398062434073,0.13415759155511042,0.1320242521767525
11,f12_structuring_count_30d,Window-1,continuous,0.08982625587297792,0.054961054888818195,2.0839438152134014e-19,,,,1.0694986765900574,1.5914038828414319,5.754008715938122,7.890389978707982
12,f13_round_amount_count_30d,Window-1,continuous,0.01672766496099889,0.013418524640690599,0.1469474305270142,,,,0.5601299824418879,0.6742228706093593,2.4423529035602445,2.7956085003756868
13,f14_digital_channel_fraction,Window-1,continuous,0.20359882194446402,0.048468614462513604,3.460990567409237e-15,,,,0.7638415233820666,0.7639156342925444,0.07014187793570728,0.05947336783468992
14,f15_night_fraction_30d,Window-1,continuous,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0
15,f16_intl_fraction_30d,Window-1,continuous,0.015202919790175854,0.05459207212023142,3.740824997053451e-19,,,,0.14133078146114353,0.13689730099365946,0.2612741668893373,0.2601889167440312
16,f17_distinct_jurisdictions_30d,Window-1,continuous,0.11030316756463684,0.09302880893834502,7.368626439000406e-55,,,,3.1633166487591393,3.342161373583212,0.810066171756419,0.6812616089736625
17,f18_very_high_jur_flag,Window-1,categorical,,,,0.08165508059440107,239.8418262505832,4.2578906990888984e-54,,,,
18,f19_shell_counterparty_fraction,Window-1,continuous,0.06757630195568662,0.009940160574541612,0.47018008617267737,,,,0.02070980961243416,0.01995519390671532,0.0761503366107071,0.0711764498413578
19,f20_pep_flag,Window-1,categorical,,,,0.0007454794728996017,0.09269550036623452,0.7607779519118292,,,,
20,f21_adverse_media_flag,Window-1,categorical,,,,0.0005008045513593823,0.08477541937092414,0.7709272803874939,,,,
21,f22_high_risk_industry,Window-1,categorical,,,,0.0006531565827830876,0.06467582231998019,0.7992526632840015,,,,
22,f23_prior_alerts_90d,Window-1,continuous,10.209562158197857,0.585953950267021,0.0,,,,77.35831651772845,137.26775894961284,71.95376002551285,86.44140695392439
23,f24_account_jurisdiction_score,Window-1,continuous,0.0003601616263723503,0.004742266872769907,0.9966490676191289,,,,0.21605021095940669,0.22009314330602628,0.31419472148891886,0.31774624764344384
24,f01_vol_7d_log,Window-2,continuous,0.06611857691378355,0.04178550034857881,8.695934350576435e-12,,,,11.131884500378623,11.221849472506706,1.346483521549698,1.3743317944216678
25,f02_vol_30d_log,Window-2,continuous,1.6252451464083624,0.19477346157117753,4.174992444626e-249,,,,12.284354261914288,12.631598623469168,1.4542821943214297,1.3398393504604078
26,f03_vol_ratio_7_30,Window-2,continuous,2.886246978171775,0.19950658117890074,1.8928728466091435e-261,,,,1.652935455246859,1.126693124198584,1.133659096550578,0.41602922482329896
27,f04_max_txn_log,Window-2,continuous,0.27922791032600225,0.07312900104372291,3.0872113211286826e-35,,,,10.294957777932531,10.438676477964195,1.3640248320171091,1.3180961280190853
28,f05_vol_vs_revenue,Window-2,continuous,0.09498213551622045,0.0675013104617565,4.415886480834225e-30,,,,407.95857313718454,579.537315134817,1614.6182628650047,2379.6353306366223
29,f06_txn_count_7d,Window-2,continuous,0.4411407628873483,0.07659350817597416,1.2872339656593872e-38,,,,28.401189758641475,29.746507629486352,6.2162207239372265,5.0980817483846605
30,f07_txn_count_30d,Window-2,continuous,4.578283580600075,0.26379101082400214,0.0,,,,94.6524017924998,113.70556630131098,35.57846146825369,14.939922859322579
31,f08_velocity_ratio,Window-2,continuous,4.46472247599943,0.2525835503393571,0.0,,,,1.6431916072516466,1.120900935383765,1.0561314113566975,0.11952498272777681
32,f09_recency_gap_days,Window-2,continuous,0.04067201183436149,0.004215935599067633,0.9992965788989945,,,,6.442674074268194,1.0055877928218353,115.37418019530546,0.07597028696633802
33,f10_account_age_days,Window-2,continuous,0.028935484292879773,0.04398548390624099,5.147400887604786e-13,,,,1849.2747713514505,1932.0042983021706,1044.707478213422,1041.2376692798653
34,f11_cash_fraction_30d,Window-2,continuous,0.014891920006285215,0.02925190398740321,5.389775210351628e-06,,,,0.14508898437926837,0.14364151089305396,0.13415759155511042,0.13328256378162523
35,f12_structuring_count_30d,Window-2,continuous,0.0444902327222398,0.049891653419557036,1.2695131271350832e-16,,,,1.0694986765900574,1.4891467870191275,5.754008715938122,7.359146613628655
36,f13_round_amount_count_30d,Window-2,continuous,0.01844402613193607,0.010778187844973863,0.34732649501648727,,,,0.5601299824418879,0.7065334192993767,2.4423529035602445,2.918911685821748
37,f14_digital_channel_fraction,Window-2,continuous,0.1975274186476057,0.04692236794197624,9.42626013249717e-15,,,,0.7638415233820666,0.7614587295072468,0.07014187793570728,0.059348095460522714
38,f15_night_fraction_30d,Window-2,continuous,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0
39,f16_intl_fraction_30d,Window-2,continuous,0.015436829795407156,0.05449002515727244,9.543279941652376e-20,,,,0.14133078146114353,0.14181138871699966,0.2612741668893373,0.26511626164041785
40,f17_distinct_jurisdictions_30d,Window-2,continuous,0.15459445297462596,0.08495645661301346,2.0087251849949247e-47,,,,3.1633166487591393,3.3388136686009027,0.810066171756419,0.6879829158252193
41,f18_very_high_jur_flag,Window-2,categorical,,,,0.0869302805847153,283.88161426667375,1.0708916542673291e-63,,,,
42,f19_shell_counterparty_fraction,Window-2,continuous,0.03196773991055252,0.019768782567553433,0.005698293641929213,,,,0.02070980961243416,0.02419160523530825,0.0761503366107071,0.08792847746599158
43,f20_pep_flag,Window-2,categorical,,,,0.003007479529010662,1.5755392923686564,0.20940439424313848,,,,
44,f21_adverse_media_flag,Window-2,categorical,,,,0.0011641906203463566,0.47842978482731013,0.48913442171918764,,,,
45,f22_high_risk_industry,Window-2,categorical,,,,0.0006008206176260078,0.05715228547568206,0.8110548383072795,,,,
46,f23_prior_alerts_90d,Window-2,continuous,11.241422866717144,0.7630359890806521,0.0,,,,77.35831651772845,177.3030303030303,71.95376002551285,112.81125410010404
47,f24_account_jurisdiction_score,Window-2,continuous,0.000264712347732207,0.006235295057875567,0.9313609105983864,,,,0.21605021095940669,0.2201192778852353,0.31419472148891886,0.31740599966377514
48,f01_vol_7d_log,Window-3,continuous,0.07081053912053095,0.03245499846350383,6.164373426967216e-07,,,,11.131884500378623,11.164032596561887,1.346483521549698,1.3004878312241652
49,f02_vol_30d_log,Window-3,continuous,1.3831127898806619,0.20388925496431448,1.8978794437220886e-259,,,,12.284354261914288,12.58208956560874,1.4542821943214297,1.253778468629868
50,f03_vol_ratio_7_30,Window-3,continuous,2.862979548170152,0.19898811889373358,4.922517402994978e-247,,,,1.652935455246859,1.1194286518716958,1.133659096550578,0.4252787507063202
51,f04_max_txn_log,Window-3,continuous,0.30301314257961104,0.0835271761998321,1.4292587482804985e-43,,,,10.294957777932531,10.422915984825307,1.3640248320171091,1.2831194789497196
52,f05_vol_vs_revenue,Window-3,continuous,0.0170315607290617,0.07875415602173663,8.924014502007325e-39,,,,407.95857313718454,486.04175076752,1614.6182628650047,1903.985551609151
53,f06_txn_count_7d,Window-3,continuous,0.4185859870333225,0.05631288891386427,5.0276490441692565e-20,,,,28.401189758641475,29.13470790378007,6.2162207239372265,4.598141757058135
54,f07_txn_count_30d,Window-3,continuous,4.541936628553271,0.26111056627560686,0.0,,,,94.6524017924998,113.1901489117984,35.57846146825369,13.572073750480365
55,f08_velocity_ratio,Window-3,continuous,4.483420799700463,0.2698382516970125,0.0,,,,1.6431916072516466,1.103777156520723,1.0561314113566975,0.11999064278586126
56,f09_recency_gap_days,Window-3,continuous,0.04049787184676469,0.004656179228607171,0.9977135677153125,,,,6.442674074268194,1.0050400916380298,115.37418019530546,0.07081446966764664
57,f10_account_age_days,Window-3,continuous,0.06542752026233493,0.05572725228468439,1.2794367767132895e-19,,,,1849.2747713514505,1972.2135166093929,1044.707478213422,1047.265422014495
58,f11_cash_fraction_30d,Window-3,continuous,0.014567409617457842,0.03603318687614646,1.8868649981752173e-08,,,,0.14508898437926837,0.14646177558989573,0.13415759155511042,0.13240470154676096
59,f12_structuring_count_30d,Window-3,continuous,0.06283952715950439,0.06168451070484693,6.0566157028856e-24,,,,1.0694986765900574,1.422794959908362,5.754008715938122,7.215981244109971
60,f13_round_amount_count_30d,Window-3,continuous,0.053270852283734176,0.02282650933618413,0.0011983466232189073,,,,0.5601299824418879,0.7184421534936999,2.4423529035602445,2.9864898314826958
61,f14_digital_channel_fraction,Window-3,continuous,0.19815285904127206,0.054836087514330445,5.201732963864164e-19,,,,0.7638415233820666,0.7611559041580325,0.07014187793570728,0.0585491087288848
62,f15_night_fraction_30d,Window-3,continuous,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0
63,f16_intl_fraction_30d,Window-3,continuous,0.02218628373520554,0.055053874625455614,3.699941423397177e-19,,,,0.14133078146114353,0.127007276311575,0.2612741668893373,0.24724768160077762
64,f17_distinct_jurisdictions_30d,Window-3,continuous,0.10676682295456061,0.06542023012350776,7.00872484777276e-27,,,,3.1633166487591393,3.303780068728522,0.810066171756419,0.7083510414388059
65,f18_very_high_jur_flag,Window-3,categorical,,,,0.08928902929134735,280.95871112261955,4.641705992378622e-63,,,,
66,f19_shell_counterparty_fraction,Window-3,continuous,0.17901317309448084,0.0130738547490159,0.1746265207887665,,,,0.02070980961243416,0.01970307425761084,0.0761503366107071,0.07576581670167157
67,f20_pep_flag,Window-3,categorical,,,,0.0037350890304740786,2.279696280469637,0.1310775402099061,,,,
68,f21_adverse_media_flag,Window-3,categorical,,,,0.003271258408215197,3.5436507803799997,0.0597737615107156,,,,
69,f22_high_risk_industry,Window-3,categorical,,,,0.0025808092365197655,0.9892520333087982,0.31992525281425765,,,,
70,f23_prior_alerts_90d,Window-3,continuous,14.392091271506292,0.8503996345909848,0.0,,,,77.35831651772845,209.3245131729668,71.95376002551285,129.11872479279273
71,f24_account_jurisdiction_score,Window-3,continuous,0.0002835065131030535,0.0037073669595000247,0.9999696097728978,,,,0.21605021095940669,0.2161168384879725,0.31419472148891886,0.31189836671544835
